Maryon_Lane	birthPlace	Natal_Province	o
Maryon_Lane	birthPlace	Cyprus	x
Claire_Loewenfeld	birthPlace	Berlin	o
Claire_Loewenfeld	birthPlace	Buckinghamshire	x
James_Boughtwood_Comber	birthPlace	Garlieston	o
James_Boughtwood_Comber	birthPlace	Southampton	x
Elisabeth_Alida_Haanen	birthPlace	Utrecht	o
Elisabeth_Alida_Haanen	birthPlace	Amsterdam	x
Philippe_Mouskes	birthPlace	Ghent	o
Philippe_Mouskes	birthPlace	Tournai	x
Arthur_Rose_Eldred	birthPlace	Brooklyn	o
Arthur_Rose_Eldred	birthPlace	Clementon,_New_Jersey	x
George_Hopkins_Williams_II	birthPlace	Frost,_Texas	o
George_Hopkins_Williams_II	birthPlace	Dallas	x
Hamilton_Revelle	birthPlace	Gibraltar	o
Hamilton_Revelle	birthPlace	France	x
Pieter_Withoos	birthPlace	Amersfoort	o
Pieter_Withoos	birthPlace	Amsterdam	x
Manuel_Guimarães	birthPlace	Albergaria-a-Velha	o
Manuel_Guimarães	birthPlace	Lisbon	x
Jo_Herbst	birthPlace	Berlin	o
Jo_Herbst	birthPlace	West_Berlin	x
António_Rodrigo_Pinto_da_Silva	birthPlace	Porto	o
António_Rodrigo_Pinto_da_Silva	birthPlace	Lisbon	x
Yevgeny_Ostashev	birthPlace	Elektrougli	o
Yevgeny_Ostashev	birthPlace	Baikonur	x
Tex_Terry	birthPlace	Coxville,_Indiana	o
Tex_Terry	birthPlace	Indiana	o
Jetty_Paerl	birthPlace	Amsterdam	o
Jetty_Paerl	birthPlace	Amstelveen	x
George_Marsh_(martyr)	birthPlace	Deane,_Greater_Manchester	o
George_Marsh_(martyr)	birthPlace	Chester	x
William_Lee_Bergstrom	birthPlace	Austin,_Texas	o
William_Lee_Bergstrom	birthPlace	Las_Vegas	x
Geertruid_Adriaansdochter	birthPlace	Netherlands	o
Geertruid_Adriaansdochter	birthPlace	IJpesloot	x
Patricia_Ziegfeld_Stephenson	birthPlace	New_York_City	o
Patricia_Ziegfeld_Stephenson	birthPlace	Los_Angeles	x
